minute_local,2025-03-24,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-26,2025-04-27,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
20:00,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:01,,0.0,,,,0.0,,,,0.0,,,0.0,,,,-0.001,,,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:02,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:03,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:04,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:05,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:06,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:07,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:08,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:09,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:10,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:11,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:12,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:13,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:14,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:15,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:16,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:17,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:18,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:19,,-0.001,,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:20,,,-0.001,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:21,,,-0.001,,,-0.001,,,,-0.001,,,0.0,,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:22,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:23,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:24,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:25,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:26,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:27,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:28,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:29,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:30,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:31,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:32,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:33,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:34,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:35,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:36,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:37,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:38,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:39,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:40,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:41,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:42,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:43,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:44,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:45,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:46,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:47,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:48,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:49,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:50,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:51,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:52,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:53,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:54,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:55,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:56,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:57,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
20:58,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
